session_id	session_ref	session_track	session_title	chair	chair_affiliation	discussant	discussant_affiliation	abstract_id
70586	PL23	Parties and Legislatures	Candidates Characteristics, Electoral Success and Primaries	Florian Schaffner	University of Zurich, Switzerland	NA	NA	407
70586	PL23	Parties and Legislatures	Candidates Characteristics, Electoral Success and Primaries	Florian Schaffner	University of Zurich, Switzerland	NA	NA	768
70586	PL23	Parties and Legislatures	Candidates Characteristics, Electoral Success and Primaries	Florian Schaffner	University of Zurich, Switzerland	NA	NA	1814
70586	PL23	Parties and Legislatures	Candidates Characteristics, Electoral Success and Primaries	Florian Schaffner	University of Zurich, Switzerland	NA	NA	84
70585	PL22	Parties and Legislatures	Voter Perceptions of Parliamentary Behaviour	Rebecca Kittel	European University Institute, Italy	Beltran Alejandro	Alan Turing Institute, United Kingdom	517
70585	PL22	Parties and Legislatures	Voter Perceptions of Parliamentary Behaviour	Rebecca Kittel	European University Institute, Italy	Beltran Alejandro	Alan Turing Institute, United Kingdom	549
70585	PL22	Parties and Legislatures	Voter Perceptions of Parliamentary Behaviour	Rebecca Kittel	European University Institute, Italy	Beltran Alejandro	Alan Turing Institute, United Kingdom	551
70585	PL22	Parties and Legislatures	Voter Perceptions of Parliamentary Behaviour	Rebecca Kittel	European University Institute, Italy	Beltran Alejandro	Alan Turing Institute, United Kingdom	693
70585	PL22	Parties and Legislatures	Voter Perceptions of Parliamentary Behaviour	Rebecca Kittel	European University Institute, Italy	Beltran Alejandro	Alan Turing Institute, United Kingdom	823
70584	PL21	Parties and Legislatures	Social Media and Campaigns	Katjana Gattermann	University of Amsterdam, Netherlands	Christina Gahn	University of Vienna, Austria	642
70584	PL21	Parties and Legislatures	Social Media and Campaigns	Katjana Gattermann	University of Amsterdam, Netherlands	Christina Gahn	University of Vienna, Austria	1440
70584	PL21	Parties and Legislatures	Social Media and Campaigns	Katjana Gattermann	University of Amsterdam, Netherlands	Christina Gahn	University of Vienna, Austria	1485
70584	PL21	Parties and Legislatures	Social Media and Campaigns	Katjana Gattermann	University of Amsterdam, Netherlands	Christina Gahn	University of Vienna, Austria	1626
70584	PL21	Parties and Legislatures	Social Media and Campaigns	Katjana Gattermann	University of Amsterdam, Netherlands	Christina Gahn	University of Vienna, Austria	831
70583	PL20	Parties and Legislatures	Pandemic Politics	Julia Partheymüller	University of Vienna, Austria	Carlos Sanz	Bank of Spain, Spain	691
70583	PL20	Parties and Legislatures	Pandemic Politics	Julia Partheymüller	University of Vienna, Austria	Carlos Sanz	Bank of Spain, Spain	1407
70583	PL20	Parties and Legislatures	Pandemic Politics	Julia Partheymüller	University of Vienna, Austria	Carlos Sanz	Bank of Spain, Spain	1515
70583	PL20	Parties and Legislatures	Pandemic Politics	Julia Partheymüller	University of Vienna, Austria	Carlos Sanz	Bank of Spain, Spain	1873
70582	PL18	Parties and Legislatures	Issue Competition and Group Representation	Ronja Sczepanski	ETH Zurich, Switzerland	Linda Bos	University of Amsterdam, Netherlands	213
70582	PL18	Parties and Legislatures	Issue Competition and Group Representation	Ronja Sczepanski	ETH Zurich, Switzerland	Linda Bos	University of Amsterdam, Netherlands	466
70582	PL18	Parties and Legislatures	Issue Competition and Group Representation	Ronja Sczepanski	ETH Zurich, Switzerland	Linda Bos	University of Amsterdam, Netherlands	1773
70582	PL18	Parties and Legislatures	Issue Competition and Group Representation	Ronja Sczepanski	ETH Zurich, Switzerland	Linda Bos	University of Amsterdam, Netherlands	1901
70582	PL18	Parties and Legislatures	Issue Competition and Group Representation	Ronja Sczepanski	ETH Zurich, Switzerland	Linda Bos	University of Amsterdam, Netherlands	246
70581	PL29	Parties and Legislatures	Groups, Interests, and Preferences	Konstantin Vössing	City University of London, United Kingdom	Felicia Riethmüller	University of Goettingen, Germany	1086
70581	PL29	Parties and Legislatures	Groups, Interests, and Preferences	Konstantin Vössing	City University of London, United Kingdom	Felicia Riethmüller	University of Goettingen, Germany	1169
70581	PL29	Parties and Legislatures	Groups, Interests, and Preferences	Konstantin Vössing	City University of London, United Kingdom	Felicia Riethmüller	University of Goettingen, Germany	2040
70581	PL29	Parties and Legislatures	Groups, Interests, and Preferences	Konstantin Vössing	City University of London, United Kingdom	Felicia Riethmüller	University of Goettingen, Germany	1959
70581	PL29	Parties and Legislatures	Groups, Interests, and Preferences	Konstantin Vössing	City University of London, United Kingdom	Felicia Riethmüller	University of Goettingen, Germany	1575
70580	PL17	Parties and Legislatures	Qualities of Parliamentary Speech	Verena Kunz	University of Mannheim & GESIS - Leibniz Institute for the Social Sciences, Germany	Kenneth Benoit	London School of Economics and Political Science, United Kingdom	730
70580	PL17	Parties and Legislatures	Qualities of Parliamentary Speech	Verena Kunz	University of Mannheim & GESIS - Leibniz Institute for the Social Sciences, Germany	Kenneth Benoit	London School of Economics and Political Science, United Kingdom	739
70580	PL17	Parties and Legislatures	Qualities of Parliamentary Speech	Verena Kunz	University of Mannheim & GESIS - Leibniz Institute for the Social Sciences, Germany	Kenneth Benoit	London School of Economics and Political Science, United Kingdom	781
70580	PL17	Parties and Legislatures	Qualities of Parliamentary Speech	Verena Kunz	University of Mannheim & GESIS - Leibniz Institute for the Social Sciences, Germany	Kenneth Benoit	London School of Economics and Political Science, United Kingdom	794
70580	PL17	Parties and Legislatures	Qualities of Parliamentary Speech	Verena Kunz	University of Mannheim & GESIS - Leibniz Institute for the Social Sciences, Germany	Kenneth Benoit	London School of Economics and Political Science, United Kingdom	1022
70579	PL10	Parties and Legislatures	Parties and the Environment	David Schweizer	University of Mannheim, Georgia	Robert Huber	University of Reading, United Kingdom	369
70579	PL10	Parties and Legislatures	Parties and the Environment	David Schweizer	University of Mannheim, Georgia	Robert Huber	University of Reading, United Kingdom	489
70579	PL10	Parties and Legislatures	Parties and the Environment	David Schweizer	University of Mannheim, Georgia	Robert Huber	University of Reading, United Kingdom	757
70579	PL10	Parties and Legislatures	Parties and the Environment	David Schweizer	University of Mannheim, Georgia	Robert Huber	University of Reading, United Kingdom	1830
70578	BO09	Behaviour and Opinion	Climate change, political representation and attitudes towards democracy	Jan Menzner	University of Mannheim, Germany	Toni Rodon	NA	1088
70578	BO09	Behaviour and Opinion	Climate change, political representation and attitudes towards democracy	Jan Menzner	University of Mannheim, Germany	Toni Rodon	NA	1483
70578	BO09	Behaviour and Opinion	Climate change, political representation and attitudes towards democracy	Jan Menzner	University of Mannheim, Germany	Toni Rodon	NA	1528
70577	PC18	Political Communication	Elite Cues and Media Control	Alexandra Cirone	Cornell University, USA	Andrea Ceron	Università degli Studi di Milano, Italy	1636
70577	PC18	Political Communication	Elite Cues and Media Control	Alexandra Cirone	Cornell University, USA	Andrea Ceron	Università degli Studi di Milano, Italy	1647
70577	PC18	Political Communication	Elite Cues and Media Control	Alexandra Cirone	Cornell University, USA	Andrea Ceron	Università degli Studi di Milano, Italy	1923
70577	PC18	Political Communication	Elite Cues and Media Control	Alexandra Cirone	Cornell University, USA	Andrea Ceron	Università degli Studi di Milano, Italy	1941
70577	PC18	Political Communication	Elite Cues and Media Control	Alexandra Cirone	Cornell University, USA	Andrea Ceron	Università degli Studi di Milano, Italy	2038
70574	PC17	Political Communication	Morals and Emotions	Constantine Boussalis	Trinity College Dublin, Ireland	Carl Henrik Knutsen	University of Oslo, Norway	281
70574	PC17	Political Communication	Morals and Emotions	Constantine Boussalis	Trinity College Dublin, Ireland	Carl Henrik Knutsen	University of Oslo, Norway	486
70574	PC17	Political Communication	Morals and Emotions	Constantine Boussalis	Trinity College Dublin, Ireland	Carl Henrik Knutsen	University of Oslo, Norway	571
70574	PC17	Political Communication	Morals and Emotions	Constantine Boussalis	Trinity College Dublin, Ireland	Carl Henrik Knutsen	University of Oslo, Norway	361
70574	PC17	Political Communication	Morals and Emotions	Constantine Boussalis	Trinity College Dublin, Ireland	Carl Henrik Knutsen	University of Oslo, Norway	1866
70573	PC16	Political Communication	Trust	Andrew Guess	Princeton University, USA	Anam Kuraishi	University of Essex, United Kingdom	644
70573	PC16	Political Communication	Trust	Andrew Guess	Princeton University, USA	Anam Kuraishi	University of Essex, United Kingdom	805
70573	PC16	Political Communication	Trust	Andrew Guess	Princeton University, USA	Anam Kuraishi	University of Essex, United Kingdom	1085
70573	PC16	Political Communication	Trust	Andrew Guess	Princeton University, USA	Anam Kuraishi	University of Essex, United Kingdom	1319
70573	PC16	Political Communication	Trust	Andrew Guess	Princeton University, USA	Anam Kuraishi	University of Essex, United Kingdom	909
70572	PC15	Political Communication	Cool Stuff Using Twitter	Andreu Casas	Vrije Universiteit Amsterdam, Netherlands	Kevin Munger	Penn State,, USA	979
70572	PC15	Political Communication	Cool Stuff Using Twitter	Andreu Casas	Vrije Universiteit Amsterdam, Netherlands	Kevin Munger	Penn State,, USA	1253
70572	PC15	Political Communication	Cool Stuff Using Twitter	Andreu Casas	Vrije Universiteit Amsterdam, Netherlands	Kevin Munger	Penn State,, USA	1677
70572	PC15	Political Communication	Cool Stuff Using Twitter	Andreu Casas	Vrije Universiteit Amsterdam, Netherlands	Kevin Munger	Penn State,, USA	1856
70571	PC08	Political Communication	Video Killed the Text-as-Data Star	Kenneth Benoit	London School of Economics and Political Science, United Kingdom	Andras Küpfer	Technische Universität Darmstadt, Germany	582
70571	PC08	Political Communication	Video Killed the Text-as-Data Star	Kenneth Benoit	London School of Economics and Political Science, United Kingdom	Andras Küpfer	Technische Universität Darmstadt, Germany	792
70570	GD05	Gender Politics and Diversity	In-group/out-group attitudes and behaviours	Asli Ceren Cinar	LSE, United Kingdom	Dan Cassino	Fairleigh Dickinson University, USA	480
70570	GD05	Gender Politics and Diversity	In-group/out-group attitudes and behaviours	Asli Ceren Cinar	LSE, United Kingdom	Dan Cassino	Fairleigh Dickinson University, USA	1023
70570	GD05	Gender Politics and Diversity	In-group/out-group attitudes and behaviours	Asli Ceren Cinar	LSE, United Kingdom	Dan Cassino	Fairleigh Dickinson University, USA	1594
70570	GD05	Gender Politics and Diversity	In-group/out-group attitudes and behaviours	Asli Ceren Cinar	LSE, United Kingdom	Dan Cassino	Fairleigh Dickinson University, USA	1622
70570	GD05	Gender Politics and Diversity	In-group/out-group attitudes and behaviours	Asli Ceren Cinar	LSE, United Kingdom	Dan Cassino	Fairleigh Dickinson University, USA	1982
70569	GD06	Gender Politics and Diversity	Gendered attitudes and behaviours	Robin Devroe	Ghent University, Belgium	Andrew Eggers	University of Chicago, USA	393
70569	GD06	Gender Politics and Diversity	Gendered attitudes and behaviours	Robin Devroe	Ghent University, Belgium	Andrew Eggers	University of Chicago, USA	874
70569	GD06	Gender Politics and Diversity	Gendered attitudes and behaviours	Robin Devroe	Ghent University, Belgium	Andrew Eggers	University of Chicago, USA	1516
70569	GD06	Gender Politics and Diversity	Gendered attitudes and behaviours	Robin Devroe	Ghent University, Belgium	Andrew Eggers	University of Chicago, USA	1586
70569	GD06	Gender Politics and Diversity	Gendered attitudes and behaviours	Robin Devroe	Ghent University, Belgium	Andrew Eggers	University of Chicago, USA	920
70568	GD07	Gender Politics and Diversity	The gendered dynamics of political participation	Rabia Malik	University of Essex, United Kingdom	Øyvind Skorge	Oslo New University College,, Norway	229
70568	GD07	Gender Politics and Diversity	The gendered dynamics of political participation	Rabia Malik	University of Essex, United Kingdom	Øyvind Skorge	Oslo New University College,, Norway	1327
70568	GD07	Gender Politics and Diversity	The gendered dynamics of political participation	Rabia Malik	University of Essex, United Kingdom	Øyvind Skorge	Oslo New University College,, Norway	1343
70568	GD07	Gender Politics and Diversity	The gendered dynamics of political participation	Rabia Malik	University of Essex, United Kingdom	Øyvind Skorge	Oslo New University College,, Norway	1230
70567	GD08	Gender Politics and Diversity	The gendered dynamics of voter behaviour	Michal Gulczynski	Bocconi University, Italy	Marta Fraile	IPP (CSIC), Spain	347
70567	GD08	Gender Politics and Diversity	The gendered dynamics of voter behaviour	Michal Gulczynski	Bocconi University, Italy	Marta Fraile	IPP (CSIC), Spain	877
70567	GD08	Gender Politics and Diversity	The gendered dynamics of voter behaviour	Michal Gulczynski	Bocconi University, Italy	Marta Fraile	IPP (CSIC), Spain	879
70567	GD08	Gender Politics and Diversity	The gendered dynamics of voter behaviour	Michal Gulczynski	Bocconi University, Italy	Marta Fraile	IPP (CSIC), Spain	1547
70567	GD08	Gender Politics and Diversity	The gendered dynamics of voter behaviour	Michal Gulczynski	Bocconi University, Italy	Marta Fraile	IPP (CSIC), Spain	1603
70566	GD09	Gender Politics and Diversity	Links between formalistic, descriptive, substantive, and symbolic representation	Stefanie Reher	University of Strathclyde, United Kingdom	Verena Fetschel	University of Hamburg, Germany	14
70566	GD09	Gender Politics and Diversity	Links between formalistic, descriptive, substantive, and symbolic representation	Stefanie Reher	University of Strathclyde, United Kingdom	Verena Fetschel	University of Hamburg, Germany	180
70566	GD09	Gender Politics and Diversity	Links between formalistic, descriptive, substantive, and symbolic representation	Stefanie Reher	University of Strathclyde, United Kingdom	Verena Fetschel	University of Hamburg, Germany	795
70566	GD09	Gender Politics and Diversity	Links between formalistic, descriptive, substantive, and symbolic representation	Stefanie Reher	University of Strathclyde, United Kingdom	Verena Fetschel	University of Hamburg, Germany	997
70566	GD09	Gender Politics and Diversity	Links between formalistic, descriptive, substantive, and symbolic representation	Stefanie Reher	University of Strathclyde, United Kingdom	Verena Fetschel	University of Hamburg, Germany	1043
70565	IP01	International Political Economy & IOs	Challenges and Opportunities of Porous Borders	Bernhard Reinsburg	University of Glasgow, United Kingdom	Gabriele Spilker	University of Konstanz, Germany	656
70565	IP01	International Political Economy & IOs	Challenges and Opportunities of Porous Borders	Bernhard Reinsburg	University of Glasgow, United Kingdom	Gabriele Spilker	University of Konstanz, Germany	742
70565	IP01	International Political Economy & IOs	Challenges and Opportunities of Porous Borders	Bernhard Reinsburg	University of Glasgow, United Kingdom	Gabriele Spilker	University of Konstanz, Germany	2007
70564	EU03	European & EU Politics	EU integration: meaning, rhetoric and policy implementation	Catherine De Vries	Bocconi University, Italy	Martin Weinrich	Osnabrück University, Germany	363
70564	EU03	European & EU Politics	EU integration: meaning, rhetoric and policy implementation	Catherine De Vries	Bocconi University, Italy	Martin Weinrich	Osnabrück University, Germany	421
70564	EU03	European & EU Politics	EU integration: meaning, rhetoric and policy implementation	Catherine De Vries	Bocconi University, Italy	Martin Weinrich	Osnabrück University, Germany	567
70564	EU03	European & EU Politics	EU integration: meaning, rhetoric and policy implementation	Catherine De Vries	Bocconi University, Italy	Martin Weinrich	Osnabrück University, Germany	1145
70564	EU03	European & EU Politics	EU integration: meaning, rhetoric and policy implementation	Catherine De Vries	Bocconi University, Italy	Martin Weinrich	Osnabrück University, Germany	342
70562	EU02	European & EU Politics	Love or hate: public opinion and the EU	Gabriela Borz	University of Strathclyde, United Kingdom	Irina Ciornei	Barcelona Institute of International Studies, Spain	4
70562	EU02	European & EU Politics	Love or hate: public opinion and the EU	Gabriela Borz	University of Strathclyde, United Kingdom	Irina Ciornei	Barcelona Institute of International Studies, Spain	964
70562	EU02	European & EU Politics	Love or hate: public opinion and the EU	Gabriela Borz	University of Strathclyde, United Kingdom	Irina Ciornei	Barcelona Institute of International Studies, Spain	1116
70562	EU02	European & EU Politics	Love or hate: public opinion and the EU	Gabriela Borz	University of Strathclyde, United Kingdom	Irina Ciornei	Barcelona Institute of International Studies, Spain	1376
70562	EU02	European & EU Politics	Love or hate: public opinion and the EU	Gabriela Borz	University of Strathclyde, United Kingdom	Irina Ciornei	Barcelona Institute of International Studies, Spain	1521
70561	EU01	European & EU Politics	Varieties of solidarity in Europe: from fiscal redistribution to the migration crisis	Björn Bremer	Max Planck Institute for the Study of Societies, Germany	Birgit Mitter	University of Salzburg, Austria	190
70561	EU01	European & EU Politics	Varieties of solidarity in Europe: from fiscal redistribution to the migration crisis	Björn Bremer	Max Planck Institute for the Study of Societies, Germany	Birgit Mitter	University of Salzburg, Austria	922
70561	EU01	European & EU Politics	Varieties of solidarity in Europe: from fiscal redistribution to the migration crisis	Björn Bremer	Max Planck Institute for the Study of Societies, Germany	Birgit Mitter	University of Salzburg, Austria	1973
70561	EU01	European & EU Politics	Varieties of solidarity in Europe: from fiscal redistribution to the migration crisis	Björn Bremer	Max Planck Institute for the Study of Societies, Germany	Birgit Mitter	University of Salzburg, Austria	1462
70561	EU01	European & EU Politics	Varieties of solidarity in Europe: from fiscal redistribution to the migration crisis	Björn Bremer	Max Planck Institute for the Study of Societies, Germany	Birgit Mitter	University of Salzburg, Austria	520
70539	ME02	Political Methodology	New Ideas for Dynamic (and Spatial) Analysis	Laron Williams	University of Missouri, USA	Robert Walker	Willamette University, USA	848
70539	ME02	Political Methodology	New Ideas for Dynamic (and Spatial) Analysis	Laron Williams	University of Missouri, USA	Robert Walker	Willamette University, USA	1625
70539	ME02	Political Methodology	New Ideas for Dynamic (and Spatial) Analysis	Laron Williams	University of Missouri, USA	Robert Walker	Willamette University, USA	1796
70539	ME02	Political Methodology	New Ideas for Dynamic (and Spatial) Analysis	Laron Williams	University of Missouri, USA	Robert Walker	Willamette University, USA	1961
70538	NA	NA	Wind-down reception	NA	NA	NA	NA	NA
69231	NA	NA	Golf	NA	NA	NA	NA	NA
53637	NA	NA	PSRM Editorial Board Meeting	NA	NA	NA	NA	NA
53634	NA	NA	Diversity Luncheon	NA	NA	NA	NA	NA
53633	PL03	Parties and Legislatures	Candidates and Congruence	Maarja Lühiste	Newcastle University, United Kingdom	Elisa Deiss-Helbig	University of Stuttgart, Germany	56
53633	PL03	Parties and Legislatures	Candidates and Congruence	Maarja Lühiste	Newcastle University, United Kingdom	Elisa Deiss-Helbig	University of Stuttgart, Germany	147
53633	PL03	Parties and Legislatures	Candidates and Congruence	Maarja Lühiste	Newcastle University, United Kingdom	Elisa Deiss-Helbig	University of Stuttgart, Germany	1058
53633	PL03	Parties and Legislatures	Candidates and Congruence	Maarja Lühiste	Newcastle University, United Kingdom	Elisa Deiss-Helbig	University of Stuttgart, Germany	1473
53633	PL03	Parties and Legislatures	Candidates and Congruence	Maarja Lühiste	Newcastle University, United Kingdom	Elisa Deiss-Helbig	University of Stuttgart, Germany	849
53632	NA	NA	Informal welcome reception	NA	NA	NA	NA	NA
53630	NA	NA	President's Address	NA	NA	NA	NA	NA
53627	NA	NA	City Chambers Reception	NA	NA	NA	NA	NA
53625	PL12	Parties and Legislatures	Parliamentary Professionalism	Jan Schwalbach	GESIS – Leibniz Institute for the Social Sciences, Germany	Philipp Broniecki	University of Oslo, Norway	837
53625	PL12	Parties and Legislatures	Parliamentary Professionalism	Jan Schwalbach	GESIS – Leibniz Institute for the Social Sciences, Germany	Philipp Broniecki	University of Oslo, Norway	1384
53625	PL12	Parties and Legislatures	Parliamentary Professionalism	Jan Schwalbach	GESIS – Leibniz Institute for the Social Sciences, Germany	Philipp Broniecki	University of Oslo, Norway	539
53625	PL12	Parties and Legislatures	Parliamentary Professionalism	Jan Schwalbach	GESIS – Leibniz Institute for the Social Sciences, Germany	Philipp Broniecki	University of Oslo, Norway	327
53624	NA	NA	President's Reception	NA	NA	NA	NA	NA
53622	NA	NA	EPSA AGM	NA	NA	NA	NA	NA
53620	CP12	Comparative Politics	Regime transitions	Regina Goodnow	University of Wisconsin, USA	Lasse Aaskoven	University of Southern Denmark, Denmark	478
53620	CP12	Comparative Politics	Regime transitions	Regina Goodnow	University of Wisconsin, USA	Lasse Aaskoven	University of Southern Denmark, Denmark	825
53620	CP12	Comparative Politics	Regime transitions	Regina Goodnow	University of Wisconsin, USA	Lasse Aaskoven	University of Southern Denmark, Denmark	983
53620	CP12	Comparative Politics	Regime transitions	Regina Goodnow	University of Wisconsin, USA	Lasse Aaskoven	University of Southern Denmark, Denmark	1869
53620	CP12	Comparative Politics	Regime transitions	Regina Goodnow	University of Wisconsin, USA	Lasse Aaskoven	University of Southern Denmark, Denmark	2033
53618	NA	NA	EPSA Council Meeting	NA	NA	NA	NA	NA
53613	CP10	Comparative Politics	Refugees and voters	Samir Khalil	University of Potsdam, Germany	Vassiliki Fouka	Stanford University, USA	345
53613	CP10	Comparative Politics	Refugees and voters	Samir Khalil	University of Potsdam, Germany	Vassiliki Fouka	Stanford University, USA	1035
53613	CP10	Comparative Politics	Refugees and voters	Samir Khalil	University of Potsdam, Germany	Vassiliki Fouka	Stanford University, USA	1435
53613	CP10	Comparative Politics	Refugees and voters	Samir Khalil	University of Potsdam, Germany	Vassiliki Fouka	Stanford University, USA	1684
53613	CP10	Comparative Politics	Refugees and voters	Samir Khalil	University of Potsdam, Germany	Vassiliki Fouka	Stanford University, USA	1840
53612	GD03	Gender Politics and Diversity	Obstacles and opportunities to diversity in representation	Mathias Poertner	LSE, United Kingdom	Kostanca Dhima	Georgia State University, USA	308
53612	GD03	Gender Politics and Diversity	Obstacles and opportunities to diversity in representation	Mathias Poertner	LSE, United Kingdom	Kostanca Dhima	Georgia State University, USA	417
53612	GD03	Gender Politics and Diversity	Obstacles and opportunities to diversity in representation	Mathias Poertner	LSE, United Kingdom	Kostanca Dhima	Georgia State University, USA	1153
53612	GD03	Gender Politics and Diversity	Obstacles and opportunities to diversity in representation	Mathias Poertner	LSE, United Kingdom	Kostanca Dhima	Georgia State University, USA	1721
53612	GD03	Gender Politics and Diversity	Obstacles and opportunities to diversity in representation	Mathias Poertner	LSE, United Kingdom	Kostanca Dhima	Georgia State University, USA	1657
53611	CP06	Comparative Politics	Assessing democracies & dictatorships	Jan Pierskalla	NA	Ellen Lust	NA	1117
53611	CP06	Comparative Politics	Assessing democracies & dictatorships	Jan Pierskalla	NA	Ellen Lust	NA	1183
53611	CP06	Comparative Politics	Assessing democracies & dictatorships	Jan Pierskalla	NA	Ellen Lust	NA	1201
53611	CP06	Comparative Politics	Assessing democracies & dictatorships	Jan Pierskalla	NA	Ellen Lust	NA	1524
53611	CP06	Comparative Politics	Assessing democracies & dictatorships	Jan Pierskalla	NA	Ellen Lust	NA	1614
53610	GD12	Gender Politics and Diversity	Framing feminism and gender policies	Gefjon Off	Gothenburg University, Sweden	NA	NA	995
53610	GD12	Gender Politics and Diversity	Framing feminism and gender policies	Gefjon Off	Gothenburg University, Sweden	NA	NA	1401
53610	GD12	Gender Politics and Diversity	Framing feminism and gender policies	Gefjon Off	Gothenburg University, Sweden	NA	NA	1759
53610	GD12	Gender Politics and Diversity	Framing feminism and gender policies	Gefjon Off	Gothenburg University, Sweden	NA	NA	1658
53610	GD12	Gender Politics and Diversity	Framing feminism and gender policies	Gefjon Off	Gothenburg University, Sweden	NA	NA	590
53608	GD10	Gender Politics and Diversity	Diversity and Conflict	Lasse Laustsen	Aarhus University, Denmark	Ana Bracic	Michigan State University, USA	191
53608	GD10	Gender Politics and Diversity	Diversity and Conflict	Lasse Laustsen	Aarhus University, Denmark	Ana Bracic	Michigan State University, USA	1410
53607	IP12	International Political Economy & IOs	The International Political Economy of Global Health	Ruth Carlitz	University of Amsterdam, Netherlands	Thomas Hale	Oxford University, United Kingdom	214
53607	IP12	International Political Economy & IOs	The International Political Economy of Global Health	Ruth Carlitz	University of Amsterdam, Netherlands	Thomas Hale	Oxford University, United Kingdom	215
53607	IP12	International Political Economy & IOs	The International Political Economy of Global Health	Ruth Carlitz	University of Amsterdam, Netherlands	Thomas Hale	Oxford University, United Kingdom	216
53607	IP12	International Political Economy & IOs	The International Political Economy of Global Health	Ruth Carlitz	University of Amsterdam, Netherlands	Thomas Hale	Oxford University, United Kingdom	217
53607	IP12	International Political Economy & IOs	The International Political Economy of Global Health	Ruth Carlitz	University of Amsterdam, Netherlands	Thomas Hale	Oxford University, United Kingdom	218
53603	GD04	Gender Politics and Diversity	Gender and representation in speeches	NA	NA	Rozemarijn van Dijk	University of Antwerp, Belgium	352
53603	GD04	Gender Politics and Diversity	Gender and representation in speeches	NA	NA	Rozemarijn van Dijk	University of Antwerp, Belgium	598
53603	GD04	Gender Politics and Diversity	Gender and representation in speeches	NA	NA	Rozemarijn van Dijk	University of Antwerp, Belgium	1077
53603	GD04	Gender Politics and Diversity	Gender and representation in speeches	NA	NA	Rozemarijn van Dijk	University of Antwerp, Belgium	282
53601	PC06	Political Communication	Elite Cues and Agenda Control	Zachary Dickson	London School of Economics and Political Science, United Kingdom	Mads Thau	Institute for Social Research Oslo, Norway	1359
53601	PC06	Political Communication	Elite Cues and Agenda Control	Zachary Dickson	London School of Economics and Political Science, United Kingdom	Mads Thau	Institute for Social Research Oslo, Norway	1494
53601	PC06	Political Communication	Elite Cues and Agenda Control	Zachary Dickson	London School of Economics and Political Science, United Kingdom	Mads Thau	Institute for Social Research Oslo, Norway	1990
53601	PC06	Political Communication	Elite Cues and Agenda Control	Zachary Dickson	London School of Economics and Political Science, United Kingdom	Mads Thau	Institute for Social Research Oslo, Norway	1499
53597	PL05	Parties and Legislatures	Candidate Selection and Nomination	Thomas Däubler	University College Dublin, Ireland	Hans Noel	Georgetown University, USA	136
53597	PL05	Parties and Legislatures	Candidate Selection and Nomination	Thomas Däubler	University College Dublin, Ireland	Hans Noel	Georgetown University, USA	241
53597	PL05	Parties and Legislatures	Candidate Selection and Nomination	Thomas Däubler	University College Dublin, Ireland	Hans Noel	Georgetown University, USA	996
53597	PL05	Parties and Legislatures	Candidate Selection and Nomination	Thomas Däubler	University College Dublin, Ireland	Hans Noel	Georgetown University, USA	1391
53597	PL05	Parties and Legislatures	Candidate Selection and Nomination	Thomas Däubler	University College Dublin, Ireland	Hans Noel	Georgetown University, USA	70
53592	CP11	Comparative Politics	Participation and Inclusion	NA	NA	Sirus Dehdari	Stockholm University,, Sweden	468
53592	CP11	Comparative Politics	Participation and Inclusion	NA	NA	Sirus Dehdari	Stockholm University,, Sweden	850
53592	CP11	Comparative Politics	Participation and Inclusion	NA	NA	Sirus Dehdari	Stockholm University,, Sweden	676
53592	CP11	Comparative Politics	Participation and Inclusion	NA	NA	Sirus Dehdari	Stockholm University,, Sweden	620
53591	PC07	Political Communication	MSM Slant and Bias	Mark Shephard	University of Strathclyde, United Kingdom	Lene Aarøe	Aarhus University, Denmark	293
53591	PC07	Political Communication	MSM Slant and Bias	Mark Shephard	University of Strathclyde, United Kingdom	Lene Aarøe	Aarhus University, Denmark	1160
53591	PC07	Political Communication	MSM Slant and Bias	Mark Shephard	University of Strathclyde, United Kingdom	Lene Aarøe	Aarhus University, Denmark	1489
53591	PC07	Political Communication	MSM Slant and Bias	Mark Shephard	University of Strathclyde, United Kingdom	Lene Aarøe	Aarhus University, Denmark	1566
53588	IP11	International Political Economy & IOs	Micro-foundations of Trade and Migration	Thomas Sattler	University of Geneva, Switzerland	Patrick Bayer	University of Strathclyde, United Kingdom	697
53588	IP11	International Political Economy & IOs	Micro-foundations of Trade and Migration	Thomas Sattler	University of Geneva, Switzerland	Patrick Bayer	University of Strathclyde, United Kingdom	820
53588	IP11	International Political Economy & IOs	Micro-foundations of Trade and Migration	Thomas Sattler	University of Geneva, Switzerland	Patrick Bayer	University of Strathclyde, United Kingdom	1019
53588	IP11	International Political Economy & IOs	Micro-foundations of Trade and Migration	Thomas Sattler	University of Geneva, Switzerland	Patrick Bayer	University of Strathclyde, United Kingdom	1227
53587	PC09	Political Communication	Visitor Disinformation Centre	Jeremias Nieminen	University of Turku, Finland	Natalia Bueno	Emory University, USA	270
53587	PC09	Political Communication	Visitor Disinformation Centre	Jeremias Nieminen	University of Turku, Finland	Natalia Bueno	Emory University, USA	451
53587	PC09	Political Communication	Visitor Disinformation Centre	Jeremias Nieminen	University of Turku, Finland	Natalia Bueno	Emory University, USA	1731
53587	PC09	Political Communication	Visitor Disinformation Centre	Jeremias Nieminen	University of Turku, Finland	Natalia Bueno	Emory University, USA	1807
53587	PC09	Political Communication	Visitor Disinformation Centre	Jeremias Nieminen	University of Turku, Finland	Natalia Bueno	Emory University, USA	627
