author	affiliation	abstract_id	role	session_id	presenter
Ralph Scott	Cardiff University, United Kingdom	1311	p	NA	n
Roland Kappe	University College London, United Kingdom	1311	p	NA	n
Patrick Wagner	University of Konstanz, Germany	1304	p	NA	y
Alexander Davenport	European University Institute, Italy	1300	p	NA	y
David Rueda	University of Oxford, United Kingdom	1299	p	NA	n
Pablo Beramendi	Duke University, USA	1299	p	NA	y
Christian Oswald	Bundeswehr University Munich, Germany	1297	p	NA	y
Antoni-Italo De Moragas	CUNEF Universidad, Spain	1296	p	NA	y
Giovanni Andreottola	WU Vienna, Austria	1296	p	NA	y
Anna Rogers	University of Copenhagen, Centre for Social Data Science, Denmark	1292	p	NA	n
Jonas S. Raaschou-Pedersen	University of Copenhagen, Centre for Social Data Science, Denmark	1292	p	NA	n
Yevgeniy Golovchenko	University of Copenhagen, Department of Political Science, Denmark	1292	p	NA	n
Lauren Prather	University of California, San Diego, USA	129	p	NA	n
Sarah Bush	Yale University, USA	129	p	NA	y
Joan Barceló	New York University - Abu Dhabi, UAE	1289	p	NA	y
Taishi Muraoka	Academia Sinica, Taiwan	1289	p	NA	n
Eirin Haugseth	Peace Research Institute Oslo (PRIO), Norway	1288	p	NA	y
Melle Albada	Vienna University of Economics and Business, Austria	1287	p	NA	y
Clara Vandeweerdt	University of Copenhagen, Denmark	1281	p	NA	n
Kim Sønderskov	Aarhus University, Denmark	1281	p	NA	n
Silja Häusermann	University of Zurich, Switzerland	1280	p	NA	y
Stefanie Walter	University of Zurich, Switzerland	1280	p	NA	n
Tabea Palmtag	University of Zurich, Switzerland	1280	p	NA	n
Christina Cottiero	University of Utah, USA	128	p	NA	n
Lauren Prather	University of California, San Diego, USA	128	p	NA	n
Sarah Bush	Yale University, USA	128	p	NA	y
Jakob Kemper	Universität Duisburg-Essen, Germany	1279	p	NA	n
Jan Karem Höhne	Universität Duisburg-Essen, Germany	1279	p	NA	n
Jan Berz	Trinity College Dublin, Ireland	1277	p	NA	y
Morten Harmening	Political Science Department, University of Hannover, Germany	1276	p	NA	y
Patrick W Kraft	Universidad Carlos III de Madrid, Spain	1275	p	NA	y
Robert Klemmensen	Lund University, Sweden	1275	p	NA	n
Franz Pappi	University of Mannheim, Germany	1272	p	NA	n
Thomas Braeuninger	University of Mannheim, Germany	1272	p	NA	y
Daniel Stegmueller	Duke University, USA	1267	p	NA	n
Eric Kerrouche	Sciences Po, France	1267	p	NA	n
Michael Becher	IE University, Spain	1267	p	NA	y
Nicolas Longuet Marx,	Columbia University, USA	1267	p	NA	n
Sandra León Alfonso	University Carlos III, Spain	1267	p	NA	n
Sylvain Brouard	Sciences Po, France	1267	p	NA	n
Vincent Pons	Harvard Business School, USA	1267	p	NA	n
Vincenzo Galasso	Bocconi University, Italy	1267	p	NA	n
Frederik Hjorth	University of Copenhagen, Denmark	1266	p	NA	y
Mathias Rask	Aarhus University, Denmark	1266	p	NA	n
Jana Boukemia	University of Basel, Switzerland	1265	p	NA	y
Sébastien Boyer	University of Basel, Switzerland	1265	p	NA	n
Daniel Devine	University of Oxford, United Kingdom	1264	p	NA	y
Gerry Stoker	University of Southampton, United Kingdom	1264	p	NA	n
Hannah Bunting	University of Exeter, United Kingdom	1264	p	NA	n
Viktor Valgardsson	Univer, United Kingdom	1264	p	NA	n
Will Jennings	University of Southampton, United Kingdom	1264	p	NA	n
Luis De la Calle	University of Sheffield, United Kingdom	1262	p	NA	y
Linda Bos	University of Amsterdam, Netherlands	1260	p	NA	y
Rosa Sanchez Salgado	University of Amsterdam, Netherlands	1260	p	NA	n
Thomas Däubler	University College Dublin, Ireland	1259	p	NA	y
Daniel Devine	University of Oxford, United Kingdom	1257	p	NA	y
Barbet Berta	Institut d'Estudis de l'Autogovern, Spain	1254	p	NA	n
Hierro Maria José	Yale University, USA	1254	p	NA	n
Rico Guillem	Universitat Autònoma de Barcelona, Spain	1254	p	NA	n
Rincón Leire	Universitat Autònoma de Barcelona, Spain	1254	p	NA	y
Morten Harmening	Political Science Department, University of Hannover, Germany	1253	p	NA	y
Bastian Becker	Humboldt University Berlin, Germany	1250	p	NA	y
Nora Waitkus	Tilburg University, Netherlands	1250	p	NA	n
Bethany Lacina	University of Rochester, USA	1247	p	NA	y
Florian Schaffner	University of Zurich, Switzerland	1244	p	NA	y
Alberto López Ortega	VU Amsterdam, Netherlands	1242	p	NA	y
Stuart Turnbull-Dugarte	University of Southampton, United Kingdom	1242	p	NA	n
Can Zengin	Temple University, USA	124	p	NA	n
Jonathan Ladd	Georgetown University, USA	124	p	NA	n
Kalli Gianneos	Sciences Po, France	124	p	NA	n
Kevin Arceneaux	Sciences Po, France	124	p	NA	y
Denis Cohen	University of Mannheim, Germany	1239	p	NA	y
Werner Krause	University of Vienna, Austria	1239	p	NA	y
Gregor Zons	University of Düsseldorf, Germany	1238	p	NA	n
Lucy Kinski	University of Salzburg, Austria	1238	p	NA	n
Stefan Thierse	University of Bremen, Germany	1238	p	NA	y
Ramin Shirali	European University Institute, Sweden	1236	p	NA	y
Rachael McLellan	University of Glasgow, United Kingdom	1235	p	NA	y
Daniel Bischof	Aarhus University, Denmark	1234	p	NA	y
Kristian Vrede Skaaning Frederiksen	Aarhus University, Denmark	1234	p	NA	n
Morgan Le Corre Juratic	Aarhus University, Denmark	1234	p	NA	n
Tim Lars Allinger	Aarhus University, Denmark	1234	p	NA	n
Shir Raviv	Tel Aviv University, Israel	1233	p	NA	n
Yotam Margalit	Tel Aviv University, Israel	1233	p	NA	y
Quynh Nguyen	Australian National University, Australia	1227	p	NA	n
Andrea Vik	Norwegian University of Science and Technology (NTNU), Norway	1222	p	NA	y
Lene Aarøe	Aarhus University, Denmark	1222	p	NA	n
Oliver Treib	Münster University, Germany	1222	p	NA	n
Pieter de Wilde	Norwegian University of Science and Technology (NTNU), Norway	1222	p	NA	n
Bjørn Høland	University of Oslo, Norway	1221	p	NA	n
Philipp Broniecki	University of Oslo, Norway	1221	p	NA	y
Almira Sadykova-DuMond	Binghamton University, USA	1220	p	NA	n
David Clark	Binghamton University, USA	1220	p	NA	n
Graig Klein	Leiden University, Netherlands	1220	p	NA	y
Skip Mark	University of Rhode Island, USA	1220	p	NA	n
Bjørn Høyland	University of Oslo, Norway	1219	p	NA	n
Philipp Broniecki	University of Oslo, Norway	1219	p	NA	y
Anduiza Eva	Universitat Autònoma de Barcelona, Spain	1218	p	NA	y
Berfin Cakin	Istanbul Medeniyet University, Turkey	1217	p	NA	n
Robin Devroe	Ghent University, Belgium	1217	p	NA	y
Alessia Aspide	Leiden University, Netherlands	1216	p	NA	y
Eline Drury Løvlien	Norwegian University of Science and Technology (NTNU), Norway	1215	p	NA	n
Marcela Ibáñez	University of Zurich, Switzerland	1215	p	NA	n
Sabine Carey	University of Mannheim, Germany	1215	p	NA	y
Jonas Dræge	Oslo New University College (ONH), Norway	1210	p	NA	n
Anam Kuraishi	University of Essex, United Kingdom	1208	p	NA	y
Anna Petherick	University of Oxford, United Kingdom	1205	p	NA	y
Rafael Goldszmidt	EBAPE-FGV, Brazil	1205	p	NA	y
Andreas Dür	University of Salzburg, Austria	1204	p	NA	n
Guri Rosén	Oslo Metropolitan University, Norway	1204	p	NA	y
Jonathan Polk	Lund University, Sweden	1204	p	NA	y
Jørgen Bølstad	University of Oslo, Norway	1204	p	NA	n
Kristian Vrede Skaaning Frederiksen	Aarhus University, Denmark	1201	p	NA	y
Alexander Bor	Central European University, Hungary	1200	p	NA	y
Antoine Marie	Aarhus University, Denmark	1200	p	NA	n
Lea Pradella	Aarhus University, Denmark	1200	p	NA	n
Michael Bang Petersen	Aarhus University, Denmark	1200	p	NA	n
Kelly Kadera	University of Iowa, USA	120	p	NA	y
Saera Lee	University of Iowa, USA	120	p	NA	n
Julia Schulte-Cloos	Robert Schuman Center for Advanced Studies, European University Institute, Italy	1198	p	NA	y
Andreina Thoma	University of St. Gallen, Switzerland	1197	p	NA	y
André Walter	University of Zurich, Switzerland	1197	p	NA	n
Lukas Schmid	University of Lucerne, Switzerland	1197	p	NA	n
Mark Schelker	University of Fribourg, Switzerland	1197	p	NA	n
Amalie Nilsen	University of Oslo, Norway	1196	p	NA	y
Eric Gabo Ekeberg Nilsen	University of Oslo, Norway	1196	p	NA	y
Jonas Willibald Schmid	University of Oslo, Norway	1196	p	NA	y
Solveig Bjørkholt	University of Oslo, Norway	1196	p	NA	y
Alan Sanfey	Donders Institute at Radboud University, Netherlands	1194	p	NA	n
Elisa Van der Plas	University College London, United Kingdom	1194	p	NA	n
Giedo Jansen	University of Amsterdam, Netherlands	1194	p	NA	n
Karin Heidlmayr	Max Planck Institute & CNRS, France	1194	p	NA	n
Lara Todorova	Donders Institute at Radboud University, Netherlands	1194	p	NA	n
Martin Rosema	University of Twente, Netherlands	1194	p	NA	y
David Szakonyi	George Washington University, USA	1193	p	NA	n
Florian M Hollenbach	Copenhagen Business School, Denmark	1193	p	NA	y
Bjørn Høyland	University of Oslo, Norway	1192	p	NA	y
Philipp Broniecki	University of Oslo, Norway	1192	p	NA	n
Bjørn Høyland	University of Oslo, Norway	1190	p	NA	y
Philipp Broniecki	University of Oslo, Norway	1190	p	NA	n
Elisa Volpi	Franklin University Switzerland, Switzerland	1189	p	NA	y
Nathalie Giger	University of Geneva, Switzerland	1189	p	NA	y
Martijn Huysmans	Utrecht University, Netherlands	1188	p	NA	y
Niels Gheyle	UC Louvain, Belgium	1188	p	NA	n
Pilar Sorribas-Navarro	Universitat de Barcelona, Spain	1187	p	NA	n
Gracia Brückmann	Uni Bern, Switzerland	1186	p	NA	y
Isabelle Stadelmann-Steffen	Uni Bern, Switzerland	1186	p	NA	n
Joep Boonekamp - van Lit	Radboud University, Netherlands	1183	p	NA	y
Hyunjung Kim	Korea University, Korea, Republic of	1182	p	NA	y
Nara Park	Yonsei University, Korea, Republic of	1182	p	NA	n
Anton Kronborg	University of Oslo, Norway	1180	p	NA	n
Haakon Gjerløw	Peace Research Institute Oslo, Norway	1180	p	NA	y
Øyvind Stiansen	University of Oslo, Norway	1180	p	NA	n
Selim Erdem Aytac	Koc University, Turkey	118	p	NA	y
Bryn Rosenfeld	Cornell, USA	1179	p	NA	n
Henry Hale	George Washington University, USA	1179	p	NA	n
Katerina Tertytchnaya	UCL, United Kingdom	1179	p	NA	y
Ellen Lust	University of Gothenburg, Sweden	1177	p	NA	y
Erica Metheney	University of Gothenburg, Sweden	1177	p	NA	n
Hans Lueders	Princeton University, USA	1177	p	NA	n
Maxime Coulombe	Université de Montréal, Canada	1174	p	NA	n
Patrick Fournier	Université de Montréal, Canada	1169	p	NA	n
Zeynep Somer-Topcu	University of Texas at Austin, USA	1169	p	NA	n
Huang-Ting Yan	Institute of Political Science, Academia Sinica, Taiwan	1168	p	NA	y
Alexandra Cirone	Cornell University, USA	1164	p	NA	y
Frances Cayton	Cornell University, USA	1164	p	NA	n
Ben Cormier	University of Strathclyde, United Kingdom	1163	p	NA	y
Jacob Winter	University of Toronto, Canada	1163	p	NA	n
Mark Manger	University of Toronto, Canada	1163	p	NA	y
Jeongmin Park	Princeton University, USA	1162	p	NA	y
Paul Gronke	Reed College, USA	1161	p	NA	y
James Snyder	Harvard University, USA	1160	p	NA	n
Shigeo Hirano	Columbia University, USA	1160	p	NA	y
Constanza Sanhueza Petrarca	Australian National University, Australia	1158	p	NA	y
Christoffer Hentzer Dausgaard	University of Copenhagen, Denmark	1154	p	NA	y
Andrew Reinolds	Independent scholar, USA	1153	p	NA	n
Gabriele Magni	Loyola Marymount University, USA	1153	p	NA	y
Ben Ansell	University of Oxford, United Kingdom	1152	p	NA	n
Mads Andreas Elkjaer	University of Copenhagen, Denmark	1152	p	NA	n
Matthias Haslberger	University of St. Gallen, Switzerland. University of St Gallen, Switzerland	1152	p	NA	y
Jochem Vanagt	KU Leuven, Belgium	1151	p	NA	y
Qinya Feng	Department Of Government, Uppsala University, Sweden	1150	p	NA	y
Chitralekha Basu	University of Cologne, Germany	1146	p	NA	y
Helena Heberer	University of Cologne, Germany	1146	p	NA	n
Jordy Weyns	European University Institute, Italy	1145	p	NA	y
Paula Hoffmeyer-Zlotnik	University of Cologne, Germany	1145	p	NA	y
Lasse Leipziger	Aarhus University, Denmark	1144	p	NA	y
Laurits Aarslew	Aarhus University, Denmark	1144	p	NA	y
James Adams	University of California, Davis, USA	1141	p	NA	n
Will Horne	Georgia State University, USA	1141	p	NA	y
Aina Gallego	University of Barcelona, Spain	1140	p	NA	y
Jennifer Dumas	University of Louisiana at Monroe, USA	1139	p	NA	y
Muzhou Zhang	University of Essex, United Kingdom	1138	p	NA	y
Megan Stewart	University of Michigan, USA	1133	p	NA	y
Giorgio Malet	University of Zurich, Switzerland	1131	p	NA	n
Jana Lipps	ETH Zurich, Switzerland	1131	p	NA	y
Heike Kluever	Humboldt University Berlin, Germany	1129	p	NA	n
Irene Rodriguez Lopez	Pompeu Fabra University, Spain	1129	p	NA	n
Lisa Herbig	University of Amsterdam, Netherlands	1129	p	NA	y
Theresa Kuhn	University of Amsterdam, Netherlands	1129	p	NA	n
Claire Duncanson	University of Edinburgh, United Kingdom	1128	p	NA	n
Jason Reifler	University of Exeter, United Kingdom	1128	p	NA	n
Thomas Scotto	University of Glasgow, United Kingdom	1128	p	NA	y
Timothy Gravelle	Bain Consulting, Canada	1128	p	NA	n
Tim Wappenhans	Humboldt-Universität zu Berlin, Germany	1127	p	NA	y
Pei-Yu Wei	Duke University, USA	1123	p	NA	n
So Jin Lee	Harvard Kennedy School, USA	1123	p	NA	y
Luis Cornago Bonal	University of Oxford, United Kingdom	1122	p	NA	y
Valentina Gonzalez Rostani	University of Pittsburgh, USA	1118	p	NA	y
Rens Chazottes	European University Institute, Italy	1117	p	NA	y
Sharon Baute	University of Konstanz, Germany	1116	p	NA	n
Tobias Tober	University of Konstanz, Germany	1116	p	NA	y
Chen-Yu Lee	University of Essex, United Kingdom	111	p	NA	y
Johannes Geith	Stockholm University, Sweden	1107	p	NA	y
Linn Sandberg	University of Bergen, Norway	1106	p	NA	n
Christian Breunig	University of Konstanz, Germany	1104	p	NA	y
Maj-Britt Sterba	University of Konstanz, Germany	1104	p	NA	n
Christian Breunig	University of Konstanz, Germany	1102	p	NA	y
Clemens Nollenberger	University of Konstanz, Germany	1102	p	NA	n
Jakob Tolstrup	Aarhus University, Denmark	1101	p	NA	y
Suthan Krishnarajan	Aarhus University, Denmark	1101	p	NA	y
Jay Krehbiel	West Virginia University, USA	1100	p	NA	n
Laura Jakli	Harvard University, USA	1100	p	NA	n
Matthew Stenberg	University of California, Berkeley, USA	1100	p	NA	y
Israel Waismel-Manor	University of Haifa, Israel	110	p	NA	n
Naama Rivlin-Angert	Tel Aviv University, Israel	110	p	NA	y
Shaul Shenhav	The Hebrew University of Jerusalem, Israel	110	p	NA	n
Yael Rivka Kaplan	University of Haifa, Israel	110	p	NA	y
Jonathan Markowitz	University of Southern California, USA	1094	p	NA	n
Megan Becker	University of Southern California, USA	1094	p	NA	y
Asli Cansunar	University of Washington, USA	1092	p	NA	y
Berfin Baydar	Sabanci University, Turkey	1092	p	NA	n
Philipp Darius	Hertie School, Germany	1091	p	NA	y
John Kenny	University of East Anglia, United Kingdom	1088	p	NA	y
Lucas Geese	University of East Anglia, United Kingdom	1088	p	NA	y
Ayjeren Bekmuratovna	University of Passau, Germany	1087	p	NA	n
Moritz Laurer	Vrije Universiteit Amsterdam, Netherlands	1087	p	NA	n
Jesper Lindqvist	University of Gothenburg, Sweden	1086	p	NA	n
Samuel Johnston	University College Dublin, Ireland	1086	p	NA	y
Andrew Guess	Princeton University, USA	1085	p	NA	y
JungHwan Yang	University of Illinois at Urbana-Champaign, USA	1085	p	NA	n
Pablo Barberá	University of Southern California, USA	1085	p	NA	n
Simon Munzert	Hertie School, Germany	1085	p	NA	n
Kristina Bakkær Simonsen	Aarhus University, Denmark	1084	p	NA	y
Tobias Widmann	Aarhus University, Denmark	1084	p	NA	n
Kristina Bakkær Simonsen	Aarhus University, Denmark	1080	p	NA	y
Tobias Widmann	Aarhus University, Denmark	1080	p	NA	n
Darius Ribbe	University of Greifswald, Germany	1077	p	NA	y
Elsa Voytas	IE University, Spain	1076	p	NA	y
Luigi Curini	Università degli Studi di Milano, Italy	1075	p	NA	n
Nadja Wehl	University of Konstanz, Germany	1072	p	NA	y
Marina Schenkel	Trinity College Dublin, Ireland	1070	p	NA	y
Daniel Goldstein	European University Institute, Italy	1068	p	NA	y
Milan Svolik	Yale University, USA	1068	p	NA	n
Ioanna Gkoutna	University College London, United Kingdom	1067	p	NA	y
Søren Etzerodt	TUM, Germany	1065	p	NA	y
Gleason Judd	Princeton University, USA	1062	p	NA	n
Roel Bos	Princeton University, USA	1062	p	NA	y
Benjamin Egerod	Copenhagen Business School, Denmark	1061	p	NA	y
Brian Libgober	Northwestern University, USA	1061	p	NA	n
Galileu Kim	World Bank, USA	1060	p	NA	n
Julieta Peveri	Ecole Normale Superieure Lyon, France	1060	p	NA	n
Romain Ferrali	Aix Marseille School of Economics, France	1060	p	NA	y
Florian Schaffner	University of Zurich, Switzerland	106	p	NA	y
Lucas Leemann	University of Zurich, Switzerland	106	p	NA	n
Sarah Engler	Leuphana University, Germany	106	p	NA	n
Samuel D. Schmid	University of Lucerne, Switzerland	1059	p	NA	y
Sergi Pardos-Prado	University of Glasgow, United Kingdom	1059	p	NA	y
Allan Sikk	University College London, United Kingdom	1058	p	NA	y
Paulina Salek-Lipcean	University of Bergen, Norway	1058	p	NA	n
Raimondas Ibenskas	University of Bergen, Norway	1058	p	NA	n
Camilo Cristancho	Universitat de Barcelona, Spain	1056	p	NA	y
Ruud Wouters	University of Antwerp, Belgium	1056	p	NA	n
Meliisa Lee	University of Pennsylvania, USA	1055	p	NA	n
Nan Zhang	University of Mannheim, Germany	1055	p	NA	y
Benjamin Egerod	Copenhagen Business School, Denmark	1054	p	NA	y
Florian Hollenbach	Copenhagen Business School, Denmark	1054	p	NA	n
Joshua McCrain	University of Utah, USA	1054	p	NA	n
Martin Haus	London School of Economics and Political Science, United Kingdom	1052	p	NA	y
Thomas Kurer	University of Zurich, Switzerland	1051	p	NA	y
André Bächtiger	University of Stuttgart, Germany	1049	p	NA	n
Mark E. Warren	University of British Columbia, Canada	1049	p	NA	n
Seraphine Arnold	University of Stuttgart, Germany	1049	p	NA	y
Arndt Leininger	Chemnitz University of Technology, Germany	1048	p	NA	n
Dani Sandu	Chemnitz University of Technology, Germany	1048	p	NA	y
Niccolo Bonifai	Georgetown University, USA	1046	p	NA	y
Robert Liñeira	University of Glasgow, United Kingdom	1045	p	NA	y
Emma Turkenburg	KU Leuven, Belgium	1044	p	NA	y
Ekaterina Kolpinskaya	University of Exeter, United Kingdom	1043	p	NA	n
Laszlo Horvath	Birkbeck, University of London, United Kingdom	1043	p	NA	y
Daniel Shaw	University of Glasgow, United Kingdom	104	p	NA	y
André Bächtiger	University of Stuttgart, Germany	1039	p	NA	n
Anja Rieker	University of Stuttgart, Germany	1039	p	NA	y
Franziska Maier	University of Stuttgart, Germany	1039	p	NA	n
Julien Vrydagh	Vrije Universiteit Brussel, Belgium	1039	p	NA	n
Vanessa Schwaiger	University of Stuttgart, Germany	1039	p	NA	y
Madeleine Siegel	DeZIM-Institut, Germany	1036	p	NA	y
Sabrina Mayer	University of Bamberg, Germany	1036	p	NA	y
Nik Stoop	Antwerp University, Belgium	1035	p	NA	n
Peter Van der Windt	NYU Abu Dhabi, UAE	1035	p	NA	n
Abel Escribà-Folch	Universitat Pompeu Fabra, Spain	1030	p	NA	n
Marius Mehrl	University of Leeds, United Kingdom	1030	p	NA	y
Arantxa Rodriguez-Uribe	Princeton University, USA	1029	p	NA	y
Jean Lacroix	Université Paris-Saclay, France	1028	p	NA	y
Kim Oosterlinck	Université libre de Bruxelles, Belgium	1028	p	NA	n
Kris Mitchener	Santa Clara University, USA	1028	p	NA	n
Dominic Nyhuis	Leibniz University Hannover, Germany	1027	p	NA	n
Sebastian Block	Leibniz University Hannover, Germany	1027	p	NA	y
Ana S. Cardenal	Open University of Catalonia, Spain	1024	p	NA	n
Ivan Lacasa	International University of Catalonia, Spain	1024	p	NA	n
Marta Cantijoch	University of Manchester, United Kingdom	1024	p	NA	y
María Victoria-Mas	International University of La Rioja, Spain	1024	p	NA	n
Silvia Majó-Vázquez	University of Oxford, United Kingdom	1024	p	NA	n
Allyson Shortle	University of Oklahoma, USA	1023	p	NA	n
Ana Bracic	Michigan State University, USA	1023	p	NA	y
Mackenzie Israel-Trummel	William & Mary, USA	1023	p	NA	n
Stefanie Walter	University of Zurich, Switzerland	1022	p	NA	n
Tom Hunter	University of Zurich, Switzerland	1022	p	NA	y
Sophie Suda	University of Greifswald, Germany	1020	p	NA	y
Eddy Malesky	Duke University, USA	1019	p	NA	n
Niccolo Bonifai	Georgetown University, USA	1019	p	NA	y
Nita Rudra	Georgetown University, USA	1019	p	NA	n
Rasmus Tue Pedersen	Danish Center for Social Science Research (VIVE), Denmark	1018	p	NA	y
Carlos Sanz	Bank of Spain, Spain	1017	p	NA	y
Monica Martinez-Bravo	CEMFI, Spain	1017	p	NA	n
Armin Seimel	University of Glasgow, United Kingdom	1016	p	NA	y
Dafni Kalatzi Pantera	University of Essex, United Kingdom	1015	p	NA	n
Lorenzo Crippa	University of Strathclyde, United Kingdom	1015	p	NA	y
Nikita Khokhlov	Dublin City University, Ireland	1014	p	NA	y
Marc Guinjoan	Universitat Oberta de Catalunya, Spain	1013	p	NA	y
Ben Ansell	University of Oxford, United Kingdom	1011	p	NA	y
Jacob Nyrup	University of Oslo, Norway	1011	p	NA	n
Mads Elkjaer	University of Copenhagen, Denmark	1011	p	NA	n
Matthias Haslberger	University of St. Gallen, Switzerland. University of St Gallen, Switzerland	1011	p	NA	n
Mirko Wegemann	European University Institute, Italy	1010	p	NA	n
Rebecca Kittel	European University Institute, Italy	1010	p	NA	y
Andrej Zaslove	Radboud, Netherlands	1009	p	NA	n
Ben Stanley	SWPS, Poland	1009	p	NA	n
Christopher Claassen	Glasgow, United Kingdom	1009	p	NA	y
Elizabeth Zechmeister	Vanderbilt, USA	1009	p	NA	n
Eri Bertsou	University of St. Gallen, Switzerland. St Gallen, Switzerland. University of St.Gallen, Switzerland	1009	p	NA	n
Kathrin Ackermann	Heidelberg, Germany	1009	p	NA	n
Pedro Magalhães	Lisbon, Portugal	1009	p	NA	n
Robert Mattes	Strathclyde, United Kingdom	1009	p	NA	n
Rodolfo Sarsfield	UAQ, Mexico	1009	p	NA	n
Sergiu Gherghina	Glasgow, United Kingdom	1009	p	NA	n
Tsung-han Tsai	Academica Sinica, Taiwan	1009	p	NA	n
Yphtach Lelkes	Penn, USA	1009	p	NA	n
Anton Kronborg	University of Oslo, Norway	1008	p	NA	y
Alexei Zakharov	Harris School of Public Policy, University of Chicago, USA	1003	p	NA	n
Peter Loewen	University of Toronto, Canada	1003	p	NA	n
Alon Yakter	Tel Aviv University, Israel	1002	p	NA	y
Liran Harsgor	University of Haifa, Israel	1002	p	NA	n
Sophia Hunger	WZB Berlin Social Science Center, Germany	1001	p	NA	n
Swen Hutter	WZB Berlin Social Science Center, FU Berlin, Germany	1001	p	NA	n
Marie Heldgaard Seestedt	Department of Political Science, University of Copenhagen, Denmark	1000	p	NA	y
Queralt Tornafoch Chirveches	University of Southern Denmark, Denmark	10	p	NA	y
David Medina Rodríguez	University of Malaga, Spain	1	p	NA	y
Adriana Bunea	University of Bergen, Norway	NA	d	70561	NA
Adriane Fresh	Duke University, USA	NA	d	70728	NA
Alain Schläpfer	Stanford University, USA	NA	d	70689	NA
Alastair Smith	New York University, USA	NA	d	53513	NA
Alexandra Hartman	University College London, United Kingdom	NA	c	70711	NA
Alexander Bor	Central European University, Hungary	NA	d	53556	NA
Alexander Pacek	Texas A&M University College Station, USA	NA	d	70838	NA
Alexandra Blackman	Cornell University, USA	NA	c	70588	NA
Alexandra Cirone	Cornell University, USA	NA	c	70577	NA
Alexandra Scacco	WZB Berlin Social Science Center, Germany	NA	c	70622	NA
Alexandra Scacco	WZB Berlin Social Science Center, Germany	NA	d	70622	NA
Alice Xu	Yale University, Leitner Program in Political Economy, USA	NA	d	70727	NA
Alina Vranceanu	Universitat Pompeu Fabra, Spain	NA	d	70818	NA
Allan Sikk	University College London, United Kingdom	NA	c	53493	NA
Alona Dolinsky	University Colege Dublin, Ireland	NA	c	53506	NA
Ana Bracic	Michigan State University, USA	NA	d	53608	NA
Ana Carolina Garriga	University of Essex, United Kingdom	NA	c	53491	NA
Anam Kuraishi	University of Essex, United Kingdom	NA	d	70573	NA
Anastasia Ershova	Leiden University, Netherlands	NA	c	53484	NA
Andras Küpfer	Technische Universität Darmstadt, Germany	NA	d	70571	NA
Andrea Vaccaro	University of Oxford, United Kingdom	NA	d	70598	NA
Andreas Wiedemann	Princeton University, USA	NA	c	70605	NA
Andres Reiljan	University of Tartu, Estonia	NA	d	70822	NA
Andreu Arenas	University of Barcelona, Spain	NA	c	70611	NA
Andreu Casas	Vrije Universiteit Amsterdam, Netherlands	NA	c	70572	NA
Andrew Coe	Vanderbilt University, USA	NA	d	70694	NA
Andrew Eggers	University of Chicago, USA	NA	c	53463	NA
Andrew Eggers	University of Chicago, USA	NA	d	70569	NA
Andrew Guess	Princeton University, USA	NA	c	70573	NA
Anita Gohdes	Hertie School, Germany	NA	c	71049	NA
Anita Gohdes	Hertie School, Germany	NA	d	71049	NA
Anthony Kevins	Loughborough University, United Kingdom	NA	c	70829	NA
Anthony McGann	University of Strathclyde, United Kingdom	NA	c	53579	NA
Antonin Mace	CNRS, Paris School of Economics and Ecole Normale Superieure-PSL, France	NA	d	53514	NA
Antonio Valentim	Yale University, USA	NA	c	70595	NA
António Valentim	Yale University, USA	NA	c	70780	NA
Asli Cansunar	University of Washington, USA	NA	c	70730	NA
Asli Ceren Cinar	LSE, United Kingdom	NA	c	70570	NA
Attila Balla	Central European University, Austria	NA	d	53554	NA
Awenig Marié	Université Libre de Bruxelles, Belgium	NA	d	53501	NA
Babak Daryakenari	Leiden University, Netherlands	NA	c	70704	NA
Babak Daryakenari	Leiden University, Netherlands	NA	d	70704	NA
Bastian Becker	Humboldt University Berlin, Germany	NA	c	70717	NA
Ben Ansell	University of Oxford, United Kingdom	NA	d	70590	NA
Ben Ansell	University of Oxford, United Kingdom	NA	d	70839	NA
Ben Cormier	University of Strathclyde, United Kingdom	NA	d	53507	NA
Benjamin Guinaudeau	University of Konstanz, Germany	NA	c	53446	NA
Bernd Beber	RWI - Leibniz Institute for Economic Research, Germany	NA	d	70621	NA
Bernhard Reinsberg	University of Glasgow, United Kingdom	NA	d	53465	NA
Bernhard Reinsburg	University of Glasgow, United Kingdom	NA	c	70565	NA
Bethany Lacina	University of Rochester, USA	NA	c	70627	NA
Bethany Lacina	University of Rochester, USA	NA	d	70627	NA
Birgit Mitter	University of Salzburg, Austria	NA	d	70561	NA
Bjørn Høyland	University of Oslo, Norway	NA	d	53523	NA
Skip Mark	University of Rhode Island, USA	NA	d	70696	NA
Carl Knutsen	University of Oslo, Norway	NA	d	70592	NA
Carl Knutsen	University of Oslo, Norway	NA	c	70729	NA
Carlos Sanz	Bank of Spain, Spain	NA	d	70583	NA
Carolina Garriga	University of Essex, United Kingdom	NA	d	72233	NA
Cassilde Schwartz	Royal Holloway, University of London, United Kingdom	NA	c	70597	NA
Catherine De Vries	Bocconi University, Italy	NA	c	70564	NA
Christopher Fariss	University of Michigan, USA	NA	d	70701	NA
Christina Gahn	University of Vienna, Austria	NA	d	70584	NA
Christine Sylvester	University of Strathclyde, United Kingdom	NA	d	53490	NA
Christopher Claassen	Glasgow, United Kingdom	NA	d	70607	NA
Clara Vandeweerdt	University of Copenhagen, Denmark	NA	d	70844	NA
