author	affiliation	abstract_id
Luís Martínez Lorenzo	IBEI (Institut Barcelona d'Estudis Internacionals, Spain	1559
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Asya Magazinnik	MIT, USA	321
Yusuf Magiya	New York University Abu Dhabi, Turkey	536
Gabriele Magni	Loyola Marymount University, USA	859
Gabriele Magni	Loyola Marymount University, USA	1153
Franziska Maier	University of Stuttgart, Germany	1039
Silvia Majó-Vázquez	University of Oxford, United Kingdom	1024
Iakovos Makropoulos	University of Strathclyde & University of Essex, United Kingdom	1898
Eddy Malesky	Duke University, USA	1019
Giorgio Malet	University of Zurich, Switzerland	1486
Giorgio Malet	University of Zurich, Switzerland	1131
Rabia Malik	University of Essex, United Kingdom	2047
Rabia Malik	University of Essex, United Kingdom	1680
Matt Malis	Princeton University, USA	1380
Helga Malmin Binningsbø	Peace Research Institute Oslo (PRIO), Norway	950
Devorah Manekin	Hebrew University of Jerusalem, Israel	1410
Mark Manger	University of Toronto, Canada	1163
Jorge Mangonnet	Nuffield College, Univesity of Oxford, United Kingdom	568
Philip Manow	University of Bremen, Germany	1530
Hugo Marcos-Marne	University of Salamanca, Spain	912
Hugo Marcos-Marné	University of Salamanca, Spain	240
Isabela Mares	Yale University, USA	2031
Yotam Margalit	Tel Aviv University, Israel	1233
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Gregory Love	University of Mississippi, USA	410
Matthew Loveless	University of Bologna, Italy	332
Matthew Loveless	University of Bologna, Italy	563
Eline Drury Løvlien	Norwegian University of Science and Technology (NTNU), Norway	1215
Bellodi Luca	Bocconi University, Italy	1321
Maren Lüdecke	University of Konstanz, Germany	1406
Hans Lueders	Princeton University, USA	1177
Andrew Lugg	University of Nevada, USA	1638
Maarja Lühiste	Newcastle University, United Kingdom	1843
Ellen Lust	University of Gothenburg, Sweden	1177
Ellen Lust	University of Gothenburg, Sweden	1953
Sara Luxmoore	Bocconi University, Italy	638
Louise Luxton	Newcastle University, United Kingdom	464
Shiqi Ma	Cornell University, USA	1614
Cameron Macaskill	Ohio State University, USA	1548
Antonin Mace	CNRS, Paris School of Economics and Ecole Normale Superieure-PSL, France	586
Martin Macias	University of Michigan, USA	1924
Matthias Mader	University of Konstanz, Germany	1552
Pedro Magalhães	Lisbon, Portugal	1009
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Emmy Lindstam	IE University, Spain	1849
Johannes Lindvall	University of Gothenburg, Sweden	1703
Johannes Lindvall	University of Gothenburg, Sweden	287
Robert Liñeira	University of Glasgow, United Kingdom	1394
Robert Liñeira	University of Glasgow, United Kingdom	1045
Shuting Ling	University of Zurich, Switzerland	1949
Jana Lipps	ETH Zurich, Switzerland	1131
Jana Lipps	ETH Zurich, Switzerland	421
Jana Lipps	ETH Zurich, Switzerland	847
Adam Y. Liu	National University of Singapore, Singapore	2039
Dongshu Liu	City University of Hong Kong, Hong Kong	236
Liqun Liu	Xiamen University, China	277
Ruijie Liu	University of Oxford, United Kingdom	910
Hannah Loeffler	Technical University of Munich, Germany	2007
Hannah Loeffler	Technical University of Munich, Germany	2008
Peter Loewen	University of Toronto, Canada	1003
Nicolas Longuet Marx,	Columbia University, USA	1267
Alejandro Lopez	New York University, USA	1534
Alberto López	UV Amsterdam, Netherlands	778
Alberto López	UV Amsterdam, Netherlands	1502
Santiago López-Cariboni	Universidad de la República, Uruguay	652
Ana Isabel Lopez Garcia	Maastricht University, Netherlands	1940
Albert López Ortega	Vrije Universiteit Amsterdam, Netherlands	1576
Alberto López Ortega	VU Amsterdam, Netherlands	1242
Alberto López-Ortega	VU Amsterdam, Netherlands	1403
Nina Lopez Uroz	European University Institute, Italy	1532
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Sandra León Alfonso	University Carlos III, Spain	1267
Caroline Le Pennec	HEC Montreal, Canada	1788
Asmus Leth Olsen	University of Copenhagen, Denmark	450
Elena Leuschner	Gothenburg University, Sweden	324
Elena Leuschner	Gothenburg University, Sweden	325
Vardges Levonyan	UZH, Switzerland	504
Janet Lewis	George Washington University, USA	345
Nick Lewis	London School of Economics and Political Science, United Kingdom	1317
Michael Lewis-Beck	University of Iowa, USA	1595
Huimin Li	The University of Texas at Austin, USA	218
Zikai Li	University of Chicago, USA	1896
Calvin Yu-Ceng Liao	Taiwan Studies Center, National Chengchi University (NCCU), Taiwan	201
David Yen-Chieh Liao	Post-doctoral Research Fellow, Department of Global Studies, Aarhus University, Denmark	201
Brian Libgober	Northwestern University, USA	1061
Julian Limberg	King's College London, United Kingdom	303
Staffan Lindberg	University of Gothenburg, Sweden	451
Staffan Lindberg	University of Gothenburg, Sweden	424
Korinna O. Lindemann	Hertie School, Berlin, Germany	939
Karl-Oskar Lindgren	Uppsala University, Sweden	850
Jesper Lindqvist	University of Gothenburg, Sweden	1086
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Seonghui Lee	University of Essex, United Kingdom	208
Seonghui Lee	University of Essex, United Kingdom	991
So Jin Lee	Harvard Kennedy School, USA	1123
Lauren Leek	European University Institute, Italy	1480
Lucas Leemann	University of Zurich, Switzerland	14
Lucas Leemann	University of Zurich, Switzerland	106
Lucas Leemann	University of Zurich, Switzerland	457
Tanguy Le Fur	New York University Abu Dhabi, UAE	534
Cal Le Gall	University of Vienna, Austria	1378
Arndt Leininger	Chemnitz University of Technology, Germany	1048
Lasse Leipziger	Aarhus University, Denmark	1570
Lasse Leipziger	Aarhus University, Denmark	1144
Rincón Leire	Universitat Autònoma de Barcelona, Spain	1254
Maxine Leis	Department of Peace and Conflict Research, Uppsala University, Sweden	1706
Laura Leißner	Weizenbaum Institut, Germany	1343
Yphtach Lelkes	Penn, USA	1009
Yulia Lemesheva	University of Strathclyde, United Kingdom	1543
Nicole Lemke	University of Lausanne, Switzerland	863
Giacomo Lemoli	New York University, USA	507
Giacomo Lemoli	New York University, USA	853
Paul Lendway	Yale, USA	1982
Sandra Leon	University Carlos III- IC3JM, Spain	1933
Sandra León	Universidad Carlos III de Madrid, Spain	1678
SANDRA LEON ALFONSO	Carlos III-Juan March Institute and Department of Social Sciences, Carlos III University, Spain	1927
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Tiffany Lau	London School of Economics, United Kingdom	493
Benjamin Lauderdale	University College London, United Kingdom	928
Moritz Laurer	Vrije Universiteit Amsterdam, Netherlands	1087
Lasse Laustsen	Aarhus University, Denmark	367
Lasse Laustsen	Aarhus University, Denmark	368
Sandra Lavenex	University of Geneva, Switzerland	742
Sebastián Lavezzolo	Carlos III University of Madrid, Spain	1738
Noelle Lebernegg	University of Vienna, Austria	1980
Matthew Lebo	University of Western Ontario, Canada	1585
Lisa Lechner	University of Innsbruck, Austria	961
Morgan Le Corre Juratic	Aarhus University, Denmark	1602
Morgan Le Corre Juratic	Aarhus University, Denmark	1234
Morgan Le Corre Juratic	Aarhus University, Denmark	1533
Barton Lee	ETH Zurich, Switzerland	889
Chen-Yu Lee	University of Essex, United Kingdom	111
Chia-yi Lee	National Chengchi University, Taiwan	636
Dongil Lee	KDI School of Public Policy and Management, Korea, Republic of	234
Meliisa Lee	University of Pennsylvania, USA	1055
Myunghee Lee	University of Copenhagen, Denmark	185
Saera Lee	University of Iowa, USA	120
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Iaara Asaf	University of Haifa, Israel	1673
Muhammad Asali	ISET, International School of Economics (at Tbilisi State University), Georgia	1845
Sergio Ascencio	University of Essex, United Kingdom	1630
Alessia Aspide	Leiden University, Netherlands	1216
David Attewell	University of Zurich, Switzerland	429
Paul Atwell	University of Michigan, USA	141
Daniel Auer	University of Mannheim, Germany	135
Kiran Auerbach	University of Zurich, Switzerland	1468
Nazli Avdan	University of Kansas, USA	636
Matthias Avina	University of Pittsburgh, USA	849
Emiel Awad	Princeton University, USA	1879
Kay Axhausen	ETH-Zurich, Switzerland	1363
Kay W. Axhausen	ETH Zürich, Switzerland	1528
Selim Erdem Aytac	Koc University, Turkey	118
Lucio Baccaro	Max Planck Institute for the Study of Societies, Germany	1848
André Bächtiger	University of Stuttgart, Germany	988
André Bächtiger	University of Stuttgart, Germany	1039
André Bächtiger	University of Stuttgart, Germany	1049
John Bachtler	University of Strathclyde, United Kingdom	2049
Sumitra Badrinathan	American university, USA	454
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Bethany Lacina	University of Rochester, USA	1247
Jean Lacroix	Université Paris-Saclay, France	1028
Jonathan Ladd	Georgetown University, USA	124
Ignacio Lago	Universitat Pompeu Fabra, Spain	8
Manuel E. Lago	University College of Dublin, Ireland	238
Ranjit Lall	University of Oxford, United Kingdom	855
Lanabi La Lova	LSE, United Kingdom	598
Dimitri Landa	NYU, USA	2045
Camille Landesvatter	Mannheim Centre for European Social Research, Germany	866
Rita Lang	University of Tübingen, Germany	1759
Ana Ines Langer	University of Glasgow, United Kingdom	1499
Peter Egge Langsæther	Unviersity of Oslo, Norway	225
Álvaro Laparra	Weber State University, USA	1738
Horacio Larreguy	ITAM, Mexico	642
Sarit Larry	aChord Center, Israel	1410
Martin Vinæs Larsen	Aarhus University, Denmark	1370
Jennifer Larson	Vanderbilt University, USA	345
Chase LaSpisa	University of Iowa, USA	602
Johannes Lattmann	University of Mannheim, Germany	56
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Theresa Kuhn	University of Amsterdam, Netherlands	695
Theresa Kuhn	University of Amsterdam, Netherlands	1129
Aytalina Kulichkina	University of Vienna, Austria	1497
Staffan Kumlin	University of Oslo, Norway	1612
Staffan Kumlin	University of Oslo, Norway	561
James Kung	University of Hong Kong, Hong Kong	160
Verena Kunz	University of Mannheim & GESIS - Leibniz Institute for the Social Sciences, Germany	1797
Vytautas Kuokštis	Vilnius University, Lithuania	1845
Andreas Küpfer	Technische Universität Darmstadt, Germany	1477
Anam Kuraishi	University of Essex, United Kingdom	1970
Anam Kuraishi	University of Essex, United Kingdom	1208
Anna-Sophie Kurella	University of Mannheim, Germany	953
Thomas Kurer	University of Zurich, Switzerland	747
Thomas Kurer	University of Zurich, Switzerland	548
Thomas Kurer	University of Zurich, Switzerland	1051
Kira Renée Kurz	Albert-Ludwigs-Universität Freiburg, Germany	269
Leon David Küstermann	European University Institute, Italy	1375
Leon David Küstermann	European University Institute, Italy	1368
Leon David Küstermann	European University Institute, Italy	1616
Dongjin Kwak	Korea University, Korea, Republic of	185
Ivan Lacasa	International University of Catalonia, Spain	1024
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Bence Kováts	European University Institute & Centre for Economic and Regional Studies (Békéscsaba, Hungary), Italy	1442
Klaudia Koxha	University of Salzburg, Austria	1707
Patrick W Kraft	Universidad Carlos III de Madrid, Spain	1275
Krzysztof Krakowski	Collegio Carlo Alberto, Italy	388
Krzysztof Krakowski	Collegio Carlo Alberto, Italy	844
Werner Krause	University of Vienna, Austria	1239
Svenja Krauss	University of Vienna, Austria	667
Michal Krawczyk	University of Warsaw, Poland	695
Jay Krehbiel	West Virginia University, USA	798
Jay Krehbiel	West Virginia University, USA	1100
Suthan Krishnarajan	Aarhus University, Denmark	1101
Corinna Kroeber	University of Greifswald, Germany	572
Sabine Kröger	Laval University, Canada	253
Anton Kronborg	University of Oslo, Norway	1180
Anton Kronborg	University of Oslo, Norway	1008
Roman Krtsch	University of Konstanz, Germany	1590
Simon Kruschinski	Johannes Gutenberg- Universität Mainz, Germany	756
Robert Kubinec	New York University Abu Dhabi, UAE	449
Maël Kubli	University of Zurich, Switzerland	790
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Korhan Kocak	NYU Abu Dhabi, UAE	321
Leon Kockaya	Texas A&M University, USA	1625
Jelle Koedam	University of Zurich, Switzerland	1431
Sebastian Koehler	King's College London, United Kingdom	1384
Sebastian Koehler	King's College London, United Kingdom	1391
Gabriel Koehler-Derrick	NYU Abu Dhabi, UAE	330
Mathias Koenig-Archibugi	London School of Economics and Political Science, United Kingdom	214
Allison Koh	Hertie School, Germany	1671
Sebastian Kohl	Freie Universität Berlin, Germany	1442
Alsena Kokalari	EUI, Italy	1812
Philipp Köker	Leibniz University Hannover, Germany	1440
Andrej Kokkonen	University of Gothenburg, Sweden	1987
Dennis Kolcava	ETH Zurich, Switzerland	661
Ekaterina Kolpinskaya	University of Exeter, United Kingdom	1043
Guillaum Kon Kam King	INRAE, France	344
Nikitas Konstantinidis	IE University, Spain	1675
Jori Korpershoek	Erasmus University Rotterdam, Netherlands	810
John Körtner	University of Lausanne, Switzerland	1767
Spyros Kosmidis	Oxford University, United Kingdom	1526
Filip Kostelka	European University Institute, Italy	549
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Erik Kimbrough	Chapman University, USA	2
Lucy Kinski	University of Salzburg, Austria	1238
Daiki Kishishita	Tokyo University of Science, Japan	629
Bernhard Kittel	University of Vienna, Austria	988
Rebecca Kittel	European University Institute, Italy	1010
Marko Klasnja	Georgetown University, USA	1893
Marko Klasnja	Georgetown University, USA	1892
Graig Klein	Leiden University, Netherlands	1220
Lennart Klein	University of Tübingen, Germany	1759
Robert Klemmensen	Lund University, Sweden	1275
Tristan Klingelhöfer	The Hebrew University of Jerusalem, Israel	963
Jonathan Klingler	University of Mississippi, USA	1688
Jonathan Klueser	University of Zurich, Switzerland	270
Heike Kluever	Humboldt University Berlin, Germany	1129
Lara Kobilke	LMU Munich, Germany	1497
Ersagun Kocabaş	Sabancı University, Turkey	1810
Melike Ayşe Kocacık-Şenol	Sabancı University, Turkey	1852
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Jakob Jonathan Kemper	Universität Duisburg-Essen, Germany	750
Joe Kendall	European University Institute, Italy	339
John Kenny	University of East Anglia, United Kingdom	1088
Eda Keremoglu	University of Konstanz, Germany	1628
Philipp Kerler	University of Zurich, Switzerland	676
Eric Kerrouche	Sciences Po, France	1267
Anthony Kevins	Loughborough University, United Kingdom	208
Anthony Kevins	Loughborough University, United Kingdom	207
Ellen Key	Appalachian State University, USA	1585
Prabin Khadka	University of Essex, United Kingdom	366
Samir Khalil	University of Potsdam, Germany	1344
Nikita Khokhlov	Dublin City University, Ireland	1014
Nikita Khokhlov	Dublin City University, Ireland	711
Aleksandra Khokhlova	Leiden University, Netherlands	488
Aleksandra Khokhlova	Leiden University, Netherlands	38
Aleksandra Khokhlova	Leiden University, Netherlands	88
Yassine Khoudja	Goethe University Frankfurt, Germany	375
Ezgi Siir Kibris	University of Rochester, USA	1866
Spencer Kiesel	University of California, Davis, USA	1955
Galileu Kim	World Bank, USA	1060
Hyunjung Kim	Korea University, Korea, Republic of	1182
Munroe Kim	New York University, USA	1625
Wooseok Kim	University of Glasgow, United Kingdom	2033
Yooneui Kim	Texas Tech University, USA	349
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Constantin Kaplaner	LMU Munich, Germany	342
Roland Kappe	University College London, United Kingdom	923
Roland Kappe	University College London, United Kingdom	1311
Varun Karekurve	Stanford, USA	1879
Daniel Karell	Yale University, USA	526
Daniel Karell	Yale University, USA	1680
David Karpa	University of Bremen, Germany	888
Nur Kassem	The Hebrew University of Jerusalem, Israel	1622
Jonathan Kastellec	Princeton, USA	1959
Sean Kates	University of Pennsylvania, USA	1613
Yiannos Katsourides	University of Nicosia, Cyprus	835
David Kaufmann	ETH Zürich, Switzerland	1596
David Kaufmann	ETH Zürich, Switzerland	311
Kerim Can Kavakli	Bocconi University, Italy	1607
Philip Keefer	Inter-American Development Bank, USA	579
Dan Keith	University of York, United Kingdom	697
Friederike Luise Kelle	German Federal Office for the Safety of Nucelar Waste Management, Germany	757
Paul Kellstedt	Texas A&M, USA	1585
Achim Kemmerling	Willy Brandt School of Public Policy, University of Erfurt, Germany	1870
Jakob Kemper	Universität Duisburg-Essen, Germany	1279
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Philippe Joly	Free University of Berlin, Germany	622
Enrique Jorge-Sotelo	Universitat de Barcelona, Spain	639
Michael Joseph	UC San Diego, USA	1380
Gleason Judd	Princeton University, USA	1062
Christina-Marie Juen	TU Darmstadt, Germany	877
Sebastian Juhl	SAP, Germany	848
Jae-Hee Jung	University of Houston, USA	228
Jae-Hee Jung	University of Houston, USA	393
Yoo Jung	University College Dublin, Ireland	2001
Kelly Kadera	University of Iowa, USA	120
Lea Kaftan	Witten/Herdecke University, Germany	785
Ali Kagalwala	Texas A&M University, USA	1625
Ali Kagalwala	Texas A&M University, USA	1755
Dafni Kalatzi	University of Essex, United Kingdom	934
Dafni Kalatzi Pantera	University of Essex, United Kingdom	535
Dafni Kalatzi Pantera	University of Essex, United Kingdom	531
Dafni Kalatzi Pantera	University of Essex, United Kingdom	1015
Nikhil Kalyanpur	London School of Economics, United Kingdom	829
Christopher Kam	University of British Columbia, Canada	783
Daniel Kammer	University of Konstanz, Germany	1624
Kristen Kao	University of Gothenburg, Sweden	1944
Yael Rivka Kaplan	University of Haifa, Israel	110
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Marc S. Jacob	ETH Zurich, Switzerland	793
Michael Jacobs	University College London, United Kingdom	1397
Olivier Jacques	University of Montreal, Canada	561
Felix Jäger	MZES, University of Mannheim, Germany	710
Laura Jakli	Harvard University, USA	1100
Michael Jankowski	University of Oldenburg, Germany	1454
Michael Jankowski	University of Oldenburg, Germany	573
Giedo Jansen	University of Amsterdam, Netherlands	1194
Jasper Jansen	Humboldt-Universität zu Berlin, Germany	635
Viktoria Jansesberger	University of Konstanz, Germany	780
Lisa Janssen	Ghent University, Belgium	772
Tjaden Jasper	University of Potsdam, Germany	1344
Nirvikar Jassal	LSE, United Kingdom	245
Tarek Jaziri Arjona	European University Institute, Italy	491
Tarek Jaziri Arjona	European University Institute, Italy	492
Will Jennings	University of Southampton, United Kingdom	1732
Will Jennings	University of Southampton, United Kingdom	1264
Marcelo Jenny	University of Innsbruck, Austria	739
Janine Joachim	Technical University Dresden / Forum MIDEM, Germany	1631
Samuel Johnston	University College Dublin, Ireland	1086
Seth Jolly	Syracuse University, USA	447
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Swen Hutter	WZB Berlin Social Science Center, FU Berlin, Germany	1001
Martijn Huysmans	Utrecht University, Netherlands	1188
Alice Iannantuoni	University of Geneva, Switzerland	703
Marcela Ibáñez	University of Zurich, Switzerland	1215
Marcela Ibáñez	University of Zurich, Switzerland	1974
Raimondas Ibenskas	University of Bergen, Norway	1058
Raimondas Ibenskas	University of Bergen, Norway	1473
Meng U Ieong	University of Macau, Macao	165
Marco Improta	LUISS University Rome, Italy	1531
Michael Imre	Heidelberg University, Germany	960
Isabel Ingunzo	University of Salamanca, Spain	912
Alessia Invernizzi	University Konstanz, Germany	1456
Nikandros Ioannidis	Pompeu Fabra University, Spain	384
Nikandros Ioannidis	Pompeu Fabra University, Spain	835
Lukas Isermann	University of Mannheim, Germany	1547
Mackenzie Israel-Trummel	William & Mary, USA	1023
Ria Ivandic	University of Oxford, United Kingdom	1847
Christoph Ivanusch	WZB Berlin Social Science Center, Germany	691
Christoph Ivanusch	WZB Berlin Social Science Center, Germany	739
Alexandra Jabbour	University of Montreal, Canada	1788
Ja’na Jackson	Yale University, USA	2
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Ben Ansell	University of Oxford, United Kingdom	1152
Ben Ansell	University of Oxford, United Kingdom	1011
Lukas Antoine	FU Berlin, Germany	514
Marta Antonetti	University of Oxford, United Kingdom	180
Fulya Apaydin	IBEI, Spain	566
Victor Araújo	University of Zurich, Switzerland	676
Victor Araújo	University of Zurich, Switzerland	1516
Kevin Arceneaux	Sciences Po, France	124
Martin Ardanaz	Inter-American Development Bank, Costa Rica	579
Andreu Arenas	University of Barcelona, Spain	1745
Gizem Arikan	Trinity College Dublin, Ireland	930
José Ariza de la Cruz	Universidad Complutense de Madrid, Spain	1727
Josephine Arnfred	University of Copenhagen, Denmark	450
Lisen Arnheim Dahlström	Karolinska Institute, Sweden	315
Christian Arnold	Cardiff University, United Kingdom	1477
Seraphine Arnold	University of Stuttgart, Germany	1049
Mehmet Erdem Arslan	University of Essex, United Kingdom	366
Soledad Artiz Prillaman	Stanford University, USA	879
Peyman Asadzade	Harvard University, USA	441
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Alexander Horn	Universität Konstanz, Germany	1772
Will Horne	Georgia State University, USA	410
Will Horne	Georgia State University, USA	209
Will Horne	Georgia State University, USA	1141
Laszlo Horvath	Birkbeck, University of London, United Kingdom	1043
David Howell	Comparative Study of Electoral Systems (CSES), USA	1771
Bjørn Høyland	University of Oslo, Norway	1192
Bjørn Høyland	University of Oslo, Norway	1219
Bjørn Høyland	University of Oslo, Norway	363
Bjørn Høyland	University of Oslo, Norway	1190
Merle Huber	Leibniz University Hannover, Germany	1440
Evelyne Hübscher	Central European University, Austria	579
Evelyne Hübscher	Central European University, Austria	734
Christine Huebner	The University of Sheffield, United Kingdom	530
Narisong Huhe	University of Strathclyde, United Kingdom	288
Narisong Huhe	University of Strathclyde, United Kingdom	806
Alba Huidobro	Stanford University, USA	202
Alba Huidobro	Stanford University, USA	1878
Eyke Hüllermeier	LMU Munich, Computer Science, Germany	1551
Teresa Hummler	University of Duisburg-Essen, Germany	1373
Macartan Humphreys	WZB, Columbia, Germany	1490
Sophia Hunger	WZB Berlin Social Science Center, Germany	1517
Sophia Hunger	WZB Berlin Social Science Center, Germany	1001
Tom Hunter	University of Zurich, Switzerland	2006
Tom Hunter	University of Zurich, Switzerland	1022
Steffen Hurka	LMU Munich, Germany	342
Clara Husson	University of Mannheim, Germany	361
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Julian Hoerner	University of Birmingham, United Kingdom	990
Emma Hoes	University of Zurich, Switzerland	270
Paula Hoffmeyer	University of Geneva, Switzerland	742
Paula Hoffmeyer-Zlotnik	University of Cologne, Germany	1145
Daniel Höhmann	University of Basel, Switzerland	519
Jan Karem Höhne	Universität Duisburg-Essen, Germany	750
Jan Karem Höhne	Universität Duisburg-Essen, Germany	1279
Bjørn Høland	University of Oslo, Norway	1221
Florian Hollenbach	Copenhagen Business School, Denmark	1054
Florian M Hollenbach	Copenhagen Business School, Denmark	1193
Gary Hollibaugh	University of Pittsburgh, USA	1688
Gary Hollibaugh	University of Pittsburgh, USA	184
James Hollyer	University of Minnesota, USA	1893
Mirya Holman	Tulane University, USA	281
Mikael Holmgren	Örebro University, Sweden	1575
Anna-Lena Hönig	University of Konstanz, Germany	1758
Anna-Lena Hönig	University of Konstanz, Germany	1590
Christoph Hönnige	Leibniz University Hannover, Germany	1440
David Hope	King's College London, United Kingdom	303
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Tim Henrichsen	University of Warwick, United Kingdom	1499
Byeonggeun(Kun) Heo	New York University, USA	1828
Lisa Herbig	University of Amsterdam, Netherlands	1129
Helios Herrera	University of Warwick & CEPR, United Kingdom	586
Stine Hesstvedt	Institute for Social Research, Oslo, Norway	1713
Lukas Hetzer	University of Cologne, Germany	1971
Lukas Hetzer	University of Cologne, Germany	1973
Lea Heyne	Institute of Social Sciences, University of Lisbon, Portugal	603
Lea Heyne	Institute of Social Sciences, University of Lisbon, Portugal	599
Tim Hicks	University College London, United Kingdom	1447
Hanno Hilbig	Princeton University, USA	1875
Junichi Hirano	University of Essex, United Kingdom	917
Shigeo Hirano	Columbia University, USA	1160
Alex Hirsch	Caltech, USA	1782
Salomo Hirvonen	University of Turku, Finland	768
Salomo Hirvonen	University of Turku, Finland	828
Simon Hix	European University Institute, Italy	392
Simon Hix	European University Institute, Italy	363
Simon Hix	European University Institute, Italy	964
Ida Hjermitslev	University of Vienna, Austria	718
Ida Hjermitslev	University of Vienna, Austria	667
Frederik Hjorth	University of Copenhagen, Denmark	1351
Frederik Hjorth	University of Copenhagen, Denmark	1266
Roman Hlatky	University of North Texas, USA	218
Sara B Hobolt	London School of Economics, United Kingdom	1348
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Alexandra Hartman	UCL, United Kingdom	1634
Matthias Haslberger	University of St. Gallen, Switzerland. University of St Gallen, Switzerland	1152
Matthias Haslberger	University of St. Gallen, Switzerland. University of St Gallen, Switzerland	1011
Matthias Haslberger	University of St. Gallen, Switzerland. University of St Gallen, Switzerland	817
Jörg Haßler	LMU München, Germany	756
Eirin Haugseth	Peace Research Institute Oslo (PRIO), Norway	1288
Martin Haus	London School of Economics and Political Science, United Kingdom	1052
Silja Häusermann	University of Zurich, Switzerland	747
Silja Häusermann	University of Zurich, Switzerland	1280
Helena Heberer	University of Cologne, Germany	1146
Stefan Hee	University of Salzburg, Austria	820
Katharina Heger	Weizenbaum Institut, Germany	1343
Karin Heidlmayr	Max Planck Institute & CNRS, France	1194
Tim Heinkelmann-Wild	LMU Munich, Germany	2006
Mirko Heinzel	University of Glasgow, United Kingdom	214
Mirko Heinzel	University of Glasgow, United Kingdom	259
Natali Helberger	University of Amsterdam, Netherlands	1644
Anna Nordnes Helgøy	University of Oslo, Norway	1327
Timothy Hellwig	Indiana University, USA	410
Timothy Hellwig	Indiana University, USA	1599
Sebastian Hemesath	University of Oldenburg, Germany	1806
John Henderson	Independent Scholar, USA	1749
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Daniel Hagemann	Heinrich Heine Universität Düsseldorf, Germany	1821
Fabian Haggerty	LMU Munich, Political Science, Germany	1551
Henry Hale	George Washington University, USA	1179
Lotem Halevy	University of Pennsylvania, USA	1620
Mark Hallerberg	Hertie School, Germany	957
Mark Hallerberg	Hertie School, Germany	955
Eran Halperin	The Hebrew University of Jerusalem, Israel	1622
Omar Hammoud Gallego	The London School of Economics, United Kingdom	57
Feng HAN	University  of Edinburgh, United Kingdom	805
Martin Ejnar Hansen	Brunel University London, United Kingdom	658
Niklas Hänze	University of Konstanz, Germany	565
Laurel Harbridge-Yong	Northwestern University, USA	241
Robin Harding	University of Oxford, United Kingdom	261
Morten Harmening	Political Science Department, University of Hannover, Germany	1253
Morten Harmening	Political Science Department, University of Hannover, Germany	1276
Andy Harris	New York University Abu Dhabi, UAE	584
Andy Harris	New York University Abu Dhabi, UAE	664
Liran Harsgor	University of Haifa, Israel	1002
Liran Harsgor	University of Haifa, Israel	1673
